date,fee_bps,return_pct,n_trades,win_rate,sharpe,max_dd_pct,avg_trade_ret,n_rows
2026-01-23,0.5,-51.05820527090773,9598,0.22504688476765994,-280.61069054783087,-51.05820527090773,-0.0024438482679312117,587291
2026-01-23,1.0,-81.25790617233406,9598,0.12721400291727444,-854.7271245140362,-81.25790617233406,-0.007443848267931212,587291
2026-01-24,0.0,1.6372907703905204,4100,0.14682926829268292,98.99446323761232,-0.07711919148113458,0.0003961769274362716,452283
2026-01-24,0.1,-6.364437242066834,4100,0.10560975609756097,-150.87991455168097,-6.403857998096707,-0.0006038230725637286,452283
2026-01-24,0.2,-13.736273793096476,4100,0.09268292682926829,-400.75429234097413,-13.75310333595691,-0.0016038230725637283,452283
2026-01-24,0.5,-32.54902319152011,4100,0.06073170731707317,-1150.3774257088542,-32.54902319152011,-0.004603823072563729,452283
2026-01-24,1.0,-55.23748259689809,4100,0.027073170731707317,-2399.74931465532,-55.237482596898104,-0.00960382307256373,452283
2026-01-25,0.0,15.853817434591644,6652,0.388755261575466,220.03416685754686,-0.19762384557333243,0.0022129964544627253,481264
2026-01-25,0.1,1.4219977302968534,6652,0.3250150330727601,120.60600626839344,-1.8845433682339534,0.0012129964544627247,481264
2026-01-25,0.2,-11.212179569427239,6652,0.2935959110042093,21.17784567924012,-11.212179569427244,0.0002129964544627251,481264
2026-01-25,0.5,-40.43191600768961,6652,0.21737823211064342,-277.10663608822,-40.43191600768961,-0.002787003545537275,481264
2026-01-25,1.0,-69.37314036330793,6652,0.1232711966325917,-774.2474390339869,-69.37314036330791,-0.007787003545537277,481264
2026-01-26,0.0,39.28854108345874,10712,0.4484690067214339,361.3350384845796,-0.2095161370795004,0.003094293994008965,613480
2026-01-26,0.1,12.427644919804592,10712,0.3645444361463779,244.56040776617317,-3.6593921073169984,0.0020942939940089642,613480
2026-01-26,0.2,-9.253495195505856,10712,0.328696788648245,127.78577704776689,-14.232384651091607,0.001094293994008965,613480
2026-01-26,0.5,-52.280629703925584,10712,0.2489731142643764,-222.53811510745226,-52.29261015790776,-0.0019057060059910354,613480
2026-01-26,1.0,-83.65252220278315,10712,0.14563106796116504,-806.4112686994843,-83.6533575323032,-0.006905706005991036,613480
