date,strategy,fee_bps,return_pct,n_trades,win_rate,sharpe
2026-01-25,Signal Only,0.1,1.4219977302968534,6652,0.3250150330727601,120.60600626839344
2026-01-25,ML Only,0.0,18.657517454168506,3655,0.5444596443228454,81.94682666813827
2026-01-25,ML Only,0.1,10.294348000281062,3655,0.5025991792065664,64.45391993645572
2026-01-25,Ensemble,0.0,15.38068157225303,4849,0.42173644050319653,335.48895286015824
2026-01-25,Ensemble,0.1,4.716623861668312,4849,0.3584244174056507,221.81057845172023
2026-01-26,Signal Only,0.0,39.28854108345874,10712,0.4484690067214339,361.3350384845796
2026-01-26,Signal Only,0.1,12.427644919804592,10712,0.3645444361463779,244.56040776617317
2026-01-26,ML Only,0.0,34.62823573202194,6731,0.5580151537661566,98.22481831676382
2026-01-26,ML Only,0.1,17.672985539377216,6731,0.4997771504976972,76.00842405580674
2026-01-26,Ensemble,0.0,35.005011197691594,7753,0.50148329678834,559.3427795971837
2026-01-26,Ensemble,0.1,15.613660921404126,7753,0.41209854249967753,414.8850677780025
