date,portfolio_return,n_assets,best_asset,best_return,worst_asset,worst_return
2026-02-02,87.02307794148993,9,HBAR-USD,180.46347397982038,BTC-USD,-2.4597429994813513
2026-02-03,22.041857805289503,9,DOGE-USD,32.46115659265993,BTC-USD,3.03161520599331
2026-02-04,44.38145177809331,9,DOGE-USD,76.18511362237423,BTC-USD,1.2107408767953798
2026-02-05,48.38364129985164,9,DOGE-USD,94.79513497917597,BTC-USD,19.33209850901576
2026-02-06,531.054903892878,9,HBAR-USD,1360.7291412098798,BTC-USD,-7.219434827489268
2026-02-07,249.56173077187856,9,HBAR-USD,494.07803587862,BTC-USD,-5.226469971303171
2026-02-08,196.77194045904702,9,HBAR-USD,514.3760848674453,BTC-USD,-4.315203452026328
2026-02-09,178.33384358247432,9,DOGE-USD,325.79285665167197,BTC-USD,4.309507773015153
2026-02-10,11.447906037433446,9,DOGE-USD,23.36032301569324,BTC-USD,0.8191839831734882
